iddocumento,idproduto,dtemissao
0100CX19IE,01003N54AC,2026-01-14T00:00:00.000Z
0100CWZZ6J,01000G8B8Z,2026-01-14T00:00:00.000Z
0100CWZZ6J,01000CMYDQ,2026-01-14T00:00:00.000Z
0100CX1N4R,01000LAF1J,2026-01-14T00:00:00.000Z
0100CX1N4R,01000NZP31,2026-01-14T00:00:00.000Z
0100CX1N4R,01008PXZ0K,2026-01-14T00:00:00.000Z
0100CX2E6O,0100657W3S,2026-01-14T00:00:00.000Z
0100CX2E6O,01000KRYJG,2026-01-14T00:00:00.000Z
0100CX2E6O,01000NY92H,2026-01-14T00:00:00.000Z
0100CX2E6O,01000N2W4T,2026-01-14T00:00:00.000Z
0100CX2E6O,01000NYFFY,2026-01-14T00:00:00.000Z
0100CX366U,01000N2O0Y,2026-01-14T00:00:00.000Z
0100CX366U,01000N2O0Y,2026-01-14T00:00:00.000Z
0100CX366U,01000AYCA1,2026-01-14T00:00:00.000Z
0100CX4338,01000KJ0V5,2026-01-14T00:00:00.000Z
0100CX4338,01000NY92H,2026-01-14T00:00:00.000Z
0100CX4338,01000N2W4T,2026-01-14T00:00:00.000Z
0100CX4338,01000KMW1Q,2026-01-14T00:00:00.000Z
0100CX366U,01000E0HFX,2026-01-14T00:00:00.000Z
0100CX366U,01000NYN3V,2026-01-14T00:00:00.000Z
0100CX3K0D,01000NYN3V,2026-01-14T00:00:00.000Z
0100CX3K0D,01000E0HFX,2026-01-14T00:00:00.000Z
0100CX3K0D,01000AYCA1,2026-01-14T00:00:00.000Z
0100CX3K0D,01003OJZ07,2026-01-14T00:00:00.000Z
0100CX3K0D,01000EOO77,2026-01-14T00:00:00.000Z
0100CX532T,01000NYFFY,2026-01-14T00:00:00.000Z
0100CX532T,01000MZ22Q,2026-01-14T00:00:00.000Z
0100CX532T,01000N2W4T,2026-01-14T00:00:00.000Z
0100CX532T,01000NY92H,2026-01-14T00:00:00.000Z
0100CX532T,01000KRYJG,2026-01-14T00:00:00.000Z
0100CX4338,01000KLB8A,2026-01-14T00:00:00.000Z
0100CX4338,01000N3A2D,2026-01-14T00:00:00.000Z
0100CX4338,01000NOX3W,2026-01-14T00:00:00.000Z
0100CX4338,01000KRYJG,2026-01-14T00:00:00.000Z
0100CX4338,01000NYFFY,2026-01-14T00:00:00.000Z
0100CX4338,01003M3GBG,2026-01-14T00:00:00.000Z
0100CX532T,01000AYCA1,2026-01-14T00:00:00.000Z
0100CX532T,01000N2M1N,2026-01-14T00:00:00.000Z
0100CX532T,01000NOX3W,2026-01-14T00:00:00.000Z
0100CX5M0M,01000L5E0C,2026-01-14T00:00:00.000Z
0100CX5M0M,01005TC4AJ,2026-01-14T00:00:00.000Z
0100CX5Y28,01000LAF1J,2026-01-14T00:00:00.000Z
0100CX6R4F,01000EOM62,2026-01-14T00:00:00.000Z
0100CX7AKX,0100988A17,2026-01-14T00:00:00.000Z
0100CX7AKX,0100988A17,2026-01-14T00:00:00.000Z
0100CX6K3P,01000FX51T,2026-01-14T00:00:00.000Z
0100CX677Y,01000DHJ7O,2026-01-14T00:00:00.000Z
0100CX7Q8H,01000M1H3G,2026-01-14T00:00:00.000Z
0100CX7VNF,01000M0S94,2026-01-14T00:00:00.000Z
0100CX7VNF,0100BVG809,2026-01-14T00:00:00.000Z
0100CX7VNF,0100BVGH2H,2026-01-14T00:00:00.000Z
0100CX7VNF,0100BVGBFW,2026-01-14T00:00:00.000Z
0100CX7VNF,0100BVGELN,2026-01-14T00:00:00.000Z
0100CX7AKX,01005TB45A,2026-01-14T00:00:00.000Z
0100CX914I,01000NPF0E,2026-01-14T00:00:00.000Z
0100CX914I,01000MMD3L,2026-01-14T00:00:00.000Z
0100CX914I,01000NYLIQ,2026-01-14T00:00:00.000Z
0100CX914I,01000KICDY,2026-01-14T00:00:00.000Z
0100CWDC4T,01000LAF1J,2026-01-14T00:00:00.000Z
0100CWFR0G,01003UFKEG,2026-01-14T00:00:00.000Z
0100CWJ540,01005NG93A,2026-01-14T00:00:00.000Z
0100CWLA4V,01005U0W1B,2026-01-14T00:00:00.000Z
0100CX914I,01000O0J39,2026-01-14T00:00:00.000Z
0100CX914I,010091PWSQ,2026-01-14T00:00:00.000Z
0100CX914I,01000LD568,2026-01-14T00:00:00.000Z
0100CX914I,01000NXJ5W,2026-01-14T00:00:00.000Z
0100CX914I,01000EV9K6,2026-01-14T00:00:00.000Z
0100CX914I,01000OLX7F,2026-01-14T00:00:00.000Z
0100CX914I,01000KLHIR,2026-01-14T00:00:00.000Z
0100CWLA4V,01000FLS7T,2026-01-14T00:00:00.000Z
0100CXAAB4,01000G8L50,2026-01-14T00:00:00.000Z
0100CXAAB4,01000O2I1H,2026-01-14T00:00:00.000Z
0100CXAAB4,01000AYE5G,2026-01-14T00:00:00.000Z
0100CXAAB4,01000O0H63,2026-01-14T00:00:00.000Z
0100CXAAB4,01000HTBQI,2026-01-14T00:00:00.000Z
0100CXAAB4,01000GAH7V,2026-01-14T00:00:00.000Z
0100CXAAB4,01000DZBF0,2026-01-14T00:00:00.000Z
0100CXAAB4,01000NYN3V,2026-01-14T00:00:00.000Z
0100CWQR5H,01000AYE5G,2026-01-14T00:00:00.000Z
0100CWS44N,01000HCAHC,2026-01-14T00:00:00.000Z
0100CXBE2F,01000O2YK6,2026-01-14T00:00:00.000Z
0100CXBE2F,01000NOR8E,2026-01-14T00:00:00.000Z
0100CXBE2F,01000CD2N4,2026-01-14T00:00:00.000Z
0100CXBO7Z,01000AYE5G,2026-01-14T00:00:00.000Z
0100CXBO7Z,01000CD901,2026-01-14T00:00:00.000Z
0100CXBO7Z,01000CD901,2026-01-14T00:00:00.000Z
0100CXBO7Z,01000O2I1H,2026-01-14T00:00:00.000Z
0100CWTY4I,01000FVV3U,2026-01-14T00:00:00.000Z
0100CWUT0G,01000NY92H,2026-01-14T00:00:00.000Z
0100CWXB02,01000ETI34,2026-01-14T00:00:00.000Z
0100CX0O72,01000FLBGS,2026-01-14T00:00:00.000Z
0100CX3X2Y,01000FHS7U,2026-01-14T00:00:00.000Z
0100CW687S,01000DGVFZ,2026-01-14T00:00:00.000Z
0100CX914I,01000MMB9Q,2026-01-14T00:00:00.000Z
0100CX914I,01000FLBGS,2026-01-14T00:00:00.000Z
0100CX4338,01008MAD0O,2026-01-14T00:00:00.000Z
0100CWYT8Y,01000FLS7T,2026-01-14T00:00:00.000Z
0100CX2E6O,01000EWQ4Y,2026-01-14T00:00:00.000Z
0100CWIN58,01000MN359,2026-01-14T00:00:00.000Z
0100CXCRD7,01000B934B,2026-01-14T00:00:00.000Z
0100CWGEQ0,01000KLJGW,2026-01-14T00:00:00.000Z
0100CW8H1M,01008CBH15,2026-01-14T00:00:00.000Z
0100CWOXP8,01000EID6D,2026-01-14T00:00:00.000Z
0100CWOXP8,01000AYCA1,2026-01-14T00:00:00.000Z
0100CXEJ2V,01000BU29P,2026-01-15T00:00:00.000Z
0100CXEU1N,01000CCV74,2026-01-15T00:00:00.000Z
0100CXFLQE,01000E0HFX,2026-01-15T00:00:00.000Z
0100CXFLQE,01000L1508,2026-01-15T00:00:00.000Z
0100CXFLQE,01000LDH0G,2026-01-15T00:00:00.000Z
0100CXF00I,01000MKG14,2026-01-15T00:00:00.000Z
0100CXF00I,01000MMP5R,2026-01-15T00:00:00.000Z
0100CXED6D,01000O01LH,2026-01-15T00:00:00.000Z
0100CXDZ5V,01000KYK1H,2026-01-15T00:00:00.000Z
0100CXDZ5V,01000AYCA1,2026-01-15T00:00:00.000Z
0100CXFG8F,01000NY92H,2026-01-15T00:00:00.000Z
0100CXG3JZ,01000AYCA1,2026-01-15T00:00:00.000Z
0100CXGN3I,01000AYCA1,2026-01-15T00:00:00.000Z
0100CXH35T,01000LMU2T,2026-01-15T00:00:00.000Z
0100CXH35T,01000DCE0Q,2026-01-15T00:00:00.000Z
0100CXH35T,01000O2I1H,2026-01-15T00:00:00.000Z
0100CXH35T,01000KH2SL,2026-01-15T00:00:00.000Z
0100CXH35T,0100657N0C,2026-01-15T00:00:00.000Z
0100CXH35T,01000MPJA3,2026-01-15T00:00:00.000Z
0100CXH35T,01000EWABR,2026-01-15T00:00:00.000Z
0100CXH35T,01000KH2SL,2026-01-15T00:00:00.000Z
0100CXGEMI,0100B5RE0X,2026-01-15T00:00:00.000Z
0100CXHSVZ,01000KEPFT,2026-01-15T00:00:00.000Z
0100CXHSVZ,01000MM9L6,2026-01-15T00:00:00.000Z
0100CXIC3P,01000NYFFY,2026-01-15T00:00:00.000Z
0100CXIC3P,01000KRYJG,2026-01-15T00:00:00.000Z
0100CXIC3P,01000N2W4T,2026-01-15T00:00:00.000Z
0100CXIC3P,01000KLJGW,2026-01-15T00:00:00.000Z
0100CXIC3P,01000NP78Q,2026-01-15T00:00:00.000Z
0100CXIC3P,01000N2O0Y,2026-01-15T00:00:00.000Z
0100CXIC3P,01000NY92H,2026-01-15T00:00:00.000Z
0100CXIC3P,01000E0HFX,2026-01-15T00:00:00.000Z
0100CXIW4P,01000EOO77,2026-01-15T00:00:00.000Z
0100CXIW4P,01000CD901,2026-01-15T00:00:00.000Z
0100CXIW4P,01000KLJGW,2026-01-15T00:00:00.000Z
0100CXIW4P,01000FX51T,2026-01-15T00:00:00.000Z
0100CXJH0S,01000EOM62,2026-01-15T00:00:00.000Z
0100CXJH0S,01000KRYJG,2026-01-15T00:00:00.000Z
0100CXJH0S,01000KRYJG,2026-01-15T00:00:00.000Z
0100CXJH0S,01000KYK1H,2026-01-15T00:00:00.000Z
0100CXJH0S,01000DFG42,2026-01-15T00:00:00.000Z
0100CXJY1X,01003UFF0T,2026-01-15T00:00:00.000Z
0100CXJY1X,01000FLS7T,2026-01-15T00:00:00.000Z
0100CXK88X,01000GE1AU,2026-01-15T00:00:00.000Z
0100CXKGRF,01000NZP31,2026-01-15T00:00:00.000Z
0100CXL809,01000FKOKO,2026-01-15T00:00:00.000Z
0100CXL809,01000MIXGC,2026-01-15T00:00:00.000Z
0100CXM03S,01003M2P0O,2026-01-15T00:00:00.000Z
0100CXKGRF,01000KY216,2026-01-15T00:00:00.000Z
0100CXKGRF,01000E0HFX,2026-01-15T00:00:00.000Z
0100CXKGRF,01000NYLIQ,2026-01-15T00:00:00.000Z
0100CXKGRF,01000MIXGC,2026-01-15T00:00:00.000Z
0100CXKGRF,01000EOO77,2026-01-15T00:00:00.000Z
0100CXLF6D,01001XYP1V,2026-01-15T00:00:00.000Z
0100CXLF6D,01000AYE5G,2026-01-15T00:00:00.000Z
0100CXLF6D,01000NOR8E,2026-01-15T00:00:00.000Z
0100CXM03S,01000N2E9E,2026-01-15T00:00:00.000Z
0100CXM03S,010009NRB5,2026-01-15T00:00:00.000Z
0100CXN168,01008C9MAO,2026-01-15T00:00:00.000Z
0100CXN168,0100B5RE0X,2026-01-15T00:00:00.000Z
0100CXN168,01000M1H3G,2026-01-15T00:00:00.000Z
0100CXN168,0100BHM74Q,2026-01-15T00:00:00.000Z
0100CXNEJI,01000M5WW5,2026-01-15T00:00:00.000Z
0100CXMPQP,01000EOO77,2026-01-15T00:00:00.000Z
0100CXMPQP,01000O0357,2026-01-15T00:00:00.000Z
0100CXMPQP,01000AYCA1,2026-01-15T00:00:00.000Z
0100CXMPQP,01000E0HFX,2026-01-15T00:00:00.000Z
0100CXNU37,01000O0H63,2026-01-15T00:00:00.000Z
0100CXO45D,01000NY92H,2026-01-15T00:00:00.000Z
0100CXO45D,01000O0H63,2026-01-15T00:00:00.000Z
0100CXOI6U,01000M2T07,2026-01-15T00:00:00.000Z
0100CXOW0T,01008STF01,2026-01-15T00:00:00.000Z
0100CXOW0T,01000NYH15,2026-01-15T00:00:00.000Z
0100CXOW0T,01000KOUDC,2026-01-15T00:00:00.000Z
0100CXOW0T,01000L9WBF,2026-01-15T00:00:00.000Z
0100CXOW0T,01000KQ298,2026-01-15T00:00:00.000Z
0100CXOW0T,01005EULRD,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000KRM02,2026-01-15T00:00:00.000Z
0100CXQLA8,01000L1508,2026-01-15T00:00:00.000Z
0100CXQT6A,01000NON7S,2026-01-15T00:00:00.000Z
0100CXPT2Q,01008MAD0O,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000NOX3W,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000E0HFX,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000NHKF1,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000KHM3O,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000KRYJG,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000N2W4T,2026-01-15T00:00:00.000Z
0100CXPT2Q,01000UTO4C,2026-01-15T00:00:00.000Z
0100CXPT2Q,010009OY2D,2026-01-15T00:00:00.000Z
0100CXRDS2,01008CBH15,2026-01-15T00:00:00.000Z
0100CXRDS2,01000OLSG2,2026-01-15T00:00:00.000Z
0100CXRDS2,01003M2X92,2026-01-15T00:00:00.000Z
0100CXRDS2,01000FZQ1N,2026-01-15T00:00:00.000Z
0100CXRDS2,01005Z3MGD,2026-01-15T00:00:00.000Z
0100CXS80H,01000N3W39,2026-01-15T00:00:00.000Z
0100CXRSBY,01000BCQ0C,2026-01-15T00:00:00.000Z
0100CXRSBY,01000NQQ1J,2026-01-15T00:00:00.000Z
0100CXQZOG,01005NG93A,2026-01-15T00:00:00.000Z
0100CXQZOG,01000MMR7R,2026-01-15T00:00:00.000Z
0100CXQZOG,01000N2M1N,2026-01-15T00:00:00.000Z
0100CXSUPI,01000N2UD9,2026-01-15T00:00:00.000Z
0100CXSUPI,01000ARZBE,2026-01-15T00:00:00.000Z
0100CXUO6P,0100BVG809,2026-01-15T00:00:00.000Z
0100CXU3O9,01003K9Y1B,2026-01-15T00:00:00.000Z
0100CXU3O9,01000N2UD9,2026-01-15T00:00:00.000Z
0100CXU3O9,01000KLJGW,2026-01-15T00:00:00.000Z
0100CXSH0T,01000NYFFY,2026-01-15T00:00:00.000Z
0100CXTRFY,01000KJ0V5,2026-01-15T00:00:00.000Z
0100CXTRFY,01000NYFFY,2026-01-15T00:00:00.000Z
0100CXTRFY,01000KKLCL,2026-01-15T00:00:00.000Z
0100CXTRFY,01008MAD0O,2026-01-15T00:00:00.000Z
0100CXUO6P,0100BVGBFW,2026-01-15T00:00:00.000Z
0100CXUO6P,0100BVGELN,2026-01-15T00:00:00.000Z
0100CXUO6P,0100BVGH2H,2026-01-15T00:00:00.000Z
0100CXVI10,01000NUL0T,2026-01-15T00:00:00.000Z
0100CXVI10,01000EOM62,2026-01-15T00:00:00.000Z
0100CXVI10,01000NOJ6S,2026-01-15T00:00:00.000Z
0100CXVI10,01000N2W4T,2026-01-15T00:00:00.000Z
0100CXVI10,01000NHKF1,2026-01-15T00:00:00.000Z
0100CXVI10,01000KJ0V5,2026-01-15T00:00:00.000Z
0100CXV747,01000O0J39,2026-01-15T00:00:00.000Z
0100CXV747,01000EOO77,2026-01-15T00:00:00.000Z
0100CXVZ65,01008STKD4,2026-01-15T00:00:00.000Z
0100CXVZ65,01000EQC88,2026-01-15T00:00:00.000Z
0100CXWT0V,01005ETF00,2026-01-15T00:00:00.000Z
0100CXX777,01000O0357,2026-01-15T00:00:00.000Z
0100CXX777,01000O0357,2026-01-15T00:00:00.000Z
0100CXWG2G,01000O0J39,2026-01-15T00:00:00.000Z
0100CXWG2G,01000KQ83N,2026-01-15T00:00:00.000Z
0100CXWG2G,01000MLZAU,2026-01-15T00:00:00.000Z
0100CXZBEW,01000OLX7F,2026-01-15T00:00:00.000Z
0100CXZBEW,01000KOKCB,2026-01-15T00:00:00.000Z
0100CXZBEW,01000E0HFX,2026-01-15T00:00:00.000Z
0100CXZBEW,01000KY216,2026-01-15T00:00:00.000Z
0100CXZBEW,01000UTO4C,2026-01-15T00:00:00.000Z
0100CY489X,01000EOM62,2026-01-15T00:00:00.000Z
0100CY4N67,01000CD901,2026-01-15T00:00:00.000Z
0100CY4N67,01000CD901,2026-01-15T00:00:00.000Z
0100CY4N67,01000E0HFX,2026-01-15T00:00:00.000Z
0100CY4N67,01000E0HFX,2026-01-15T00:00:00.000Z
0100CY4N67,01000CD901,2026-01-15T00:00:00.000Z
0100CY4N67,01000M4103,2026-01-15T00:00:00.000Z
0100CY5566,01000O0357,2026-01-15T00:00:00.000Z
0100CY5566,01000LAF1J,2026-01-15T00:00:00.000Z
0100CY5566,01000L1508,2026-01-15T00:00:00.000Z
0100CY5Z4K,01000O0357,2026-01-15T00:00:00.000Z
0100CY5Z4K,01000USZ2R,2026-01-15T00:00:00.000Z
0100CY5Z4K,01000LD568,2026-01-15T00:00:00.000Z
0100CY5Z4K,01000EOO77,2026-01-15T00:00:00.000Z
0100CY5Z4K,01000OLX7F,2026-01-15T00:00:00.000Z
0100CY6NDK,01000L5K4V,2026-01-15T00:00:00.000Z
0100CY6T1R,01005NG93A,2026-01-15T00:00:00.000Z
0100CY859Y,01000KE14V,2026-01-15T00:00:00.000Z
0100CY6T1R,01000O0D69,2026-01-15T00:00:00.000Z
0100CY6T1R,01000MIXGC,2026-01-15T00:00:00.000Z
0100CY6T1R,01000KLJGW,2026-01-15T00:00:00.000Z
0100CY6T1R,01000OLX7F,2026-01-15T00:00:00.000Z
0100CY6T1R,01000FLBGS,2026-01-15T00:00:00.000Z
0100CY6T1R,01000GE1AU,2026-01-15T00:00:00.000Z
0100CY6T1R,01000AOW0T,2026-01-15T00:00:00.000Z
0100CY6T1R,0100BVG809,2026-01-15T00:00:00.000Z
0100CY7K09,01000MMP5R,2026-01-15T00:00:00.000Z
0100CY7K09,01000FLBGS,2026-01-15T00:00:00.000Z
0100CY8J1N,01000EW88G,2026-01-15T00:00:00.000Z
0100CY8J1N,01000E0HFX,2026-01-15T00:00:00.000Z
0100CY8J1N,01000N2M1N,2026-01-15T00:00:00.000Z
0100CY8J1N,01000KLJGW,2026-01-15T00:00:00.000Z
0100CY8J1N,01000KLJGW,2026-01-15T00:00:00.000Z
0100CY8J1N,01000FLS7T,2026-01-15T00:00:00.000Z
0100CY902E,01000MZS15,2026-01-15T00:00:00.000Z
0100CY902E,01000GE1AU,2026-01-15T00:00:00.000Z
0100CY902E,0100BVG809,2026-01-15T00:00:00.000Z
0100CY902E,0100BVGELN,2026-01-15T00:00:00.000Z
0100CY859Y,01000CMYDQ,2026-01-15T00:00:00.000Z
0100CYA3HZ,01000AYE5G,2026-01-15T00:00:00.000Z
0100CYA3HZ,01000NY92H,2026-01-15T00:00:00.000Z
0100CYA3HZ,01000NYN3V,2026-01-15T00:00:00.000Z
0100CYAVE3,01000KRM02,2026-01-15T00:00:00.000Z
0100CYAVE3,01000N2W4T,2026-01-15T00:00:00.000Z
0100CYAVE3,01000NYFFY,2026-01-15T00:00:00.000Z
0100CYAVE3,01008MAD0O,2026-01-15T00:00:00.000Z
0100CYAVE3,01000KJ0V5,2026-01-15T00:00:00.000Z
0100CY9J3K,01000L1508,2026-01-15T00:00:00.000Z
0100CY9J3K,01000NY7O5,2026-01-15T00:00:00.000Z
0100CY9J3K,01000N2M1N,2026-01-15T00:00:00.000Z
0100CYAVE3,01000NOX3W,2026-01-15T00:00:00.000Z
0100CYC50O,01000EPA33,2026-01-15T00:00:00.000Z
0100CYC50O,01000EPA33,2026-01-15T00:00:00.000Z
0100CYC50O,01000MIXGC,2026-01-15T00:00:00.000Z
0100CYCM2N,01000HLH0J,2026-01-15T00:00:00.000Z
0100CYBT2F,01000M23WQ,2026-01-15T00:00:00.000Z
0100CYBT2F,0100B0471G,2026-01-15T00:00:00.000Z
0100CYBT2F,01000NY92H,2026-01-15T00:00:00.000Z
0100CYBA4L,01000KKLCL,2026-01-15T00:00:00.000Z
0100CYBA4L,01000NOX3W,2026-01-15T00:00:00.000Z
0100CYBA4L,01000EPA33,2026-01-15T00:00:00.000Z
0100CYCY0E,01000FKEAO,2026-01-15T00:00:00.000Z
0100CYCY0E,01000CD901,2026-01-15T00:00:00.000Z
0100CYCY0E,01005TX6AE,2026-01-15T00:00:00.000Z
0100CYDF3V,01000NYFFY,2026-01-15T00:00:00.000Z
0100CYDF3V,01001XUG15,2026-01-15T00:00:00.000Z
0100CYEBLF,01000EOO77,2026-01-15T00:00:00.000Z
0100CYEBLF,01000MUI1K,2026-01-15T00:00:00.000Z
0100CYEBLF,01000AYE5G,2026-01-15T00:00:00.000Z
0100CYEBLF,01000NYN3V,2026-01-15T00:00:00.000Z
0100CYDUB7,01000CD79M,2026-01-15T00:00:00.000Z
0100CYCM2N,01000G405J,2026-01-15T00:00:00.000Z
0100CYEBLF,01000E0HFX,2026-01-15T00:00:00.000Z
0100CYEBLF,01000AYE5G,2026-01-15T00:00:00.000Z
0100CYEBLF,01000MIXGC,2026-01-15T00:00:00.000Z
0100CYEBLF,01000N2M1N,2026-01-15T00:00:00.000Z
0100CYEBLF,01000FLS7T,2026-01-15T00:00:00.000Z
0100CYF70F,01000B0VPV,2026-01-15T00:00:00.000Z
0100CYF70F,01000CBD19,2026-01-15T00:00:00.000Z
0100CYFP1W,01000H815G,2026-01-15T00:00:00.000Z
0100CYFH1W,0100657W3S,2026-01-15T00:00:00.000Z
0100CYGCAQ,01005NE2FG,2026-01-15T00:00:00.000Z
0100CYGL5J,01000MN9C8,2026-01-15T00:00:00.000Z
0100CYGU03,01000FJU6K,2026-01-15T00:00:00.000Z
0100CYGU03,0100988A17,2026-01-15T00:00:00.000Z
0100CYH6HI,01000NHKF1,2026-01-15T00:00:00.000Z
0100CYH6HI,01008MAD0O,2026-01-15T00:00:00.000Z
0100CYH6HI,01000NZP31,2026-01-15T00:00:00.000Z
0100CYH6HI,01000N9VA7,2026-01-15T00:00:00.000Z
0100CYH6HI,01000O2I1H,2026-01-15T00:00:00.000Z
0100CYH6HI,01000NOX3W,2026-01-15T00:00:00.000Z
0100CYH6HI,01000M2T07,2026-01-15T00:00:00.000Z
0100CYH6HI,01000MIXGC,2026-01-15T00:00:00.000Z
0100CYHUJ8,01000O2I1H,2026-01-15T00:00:00.000Z
0100CYHUJ8,01000MTZ0V,2026-01-15T00:00:00.000Z
0100CYHUJ8,01000AYE5G,2026-01-15T00:00:00.000Z
0100CYI374,01000L9G4Y,2026-01-15T00:00:00.000Z
0100CYIL17,01000M0S94,2026-01-15T00:00:00.000Z
0100CYIL17,01000IA763,2026-01-15T00:00:00.000Z
0100CYJ36T,01000NQQ1J,2026-01-15T00:00:00.000Z
0100CYJ804,01000KLX5P,2026-01-15T00:00:00.000Z
0100CYJN72,01000XRI28,2026-01-15T00:00:00.000Z
0100CYJN72,01000NOJ6S,2026-01-15T00:00:00.000Z
0100CYJN72,01000NT203,2026-01-15T00:00:00.000Z
0100CYJN72,01000JAFBD,2026-01-15T00:00:00.000Z
0100CYJN72,01000ER4DD,2026-01-15T00:00:00.000Z
0100CYKMPW,01000CD901,2026-01-15T00:00:00.000Z
0100CYL95A,01000L5E0C,2026-01-15T00:00:00.000Z
0100CYKV9P,01000CD901,2026-01-15T00:00:00.000Z
0100CYKV9P,01000E0HFX,2026-01-15T00:00:00.000Z
0100CYKV9P,01000EV9K6,2026-01-15T00:00:00.000Z
0100CYKV9P,01003UFF0T,2026-01-15T00:00:00.000Z
0100CYKC5U,01000O10GL,2026-01-15T00:00:00.000Z
0100CYKC5U,01000E0HFX,2026-01-15T00:00:00.000Z
0100CYKC5U,01000AYE5G,2026-01-15T00:00:00.000Z
0100CYMA2L,01000FLBGS,2026-01-15T00:00:00.000Z
0100CYN04I,01000H5Z9Q,2026-01-15T00:00:00.000Z
0100CYMH2Q,01000NUL0T,2026-01-15T00:00:00.000Z
0100CYMH2Q,01000CD901,2026-01-15T00:00:00.000Z
0100CYMH2Q,01000MMP5R,2026-01-15T00:00:00.000Z
0100CYMH2Q,01000NP99X,2026-01-15T00:00:00.000Z
0100CYMH2Q,01000NOJ6S,2026-01-15T00:00:00.000Z
0100CYMH2Q,01000O0357,2026-01-15T00:00:00.000Z
0100CYLL24,01000OFH0T,2026-01-15T00:00:00.000Z
0100CYL95A,01000MN9C8,2026-01-15T00:00:00.000Z
0100CYL95A,01000MMJ7V,2026-01-15T00:00:00.000Z
0100CYNS2J,01000KY216,2026-01-15T00:00:00.000Z
0100CYNS2J,01000NOL8K,2026-01-15T00:00:00.000Z
0100CYNS2J,01000NOL8K,2026-01-15T00:00:00.000Z
0100CYNS2J,01000NOL8K,2026-01-15T00:00:00.000Z
0100CYNS2J,01000EU765,2026-01-15T00:00:00.000Z
0100CYNS2J,01000KY216,2026-01-15T00:00:00.000Z
0100CYNS2J,01000EU765,2026-01-15T00:00:00.000Z
0100CYNS2J,01008STF01,2026-01-15T00:00:00.000Z
0100CYNH81,01000EOO77,2026-01-15T00:00:00.000Z
0100CYNH81,01000CD901,2026-01-15T00:00:00.000Z
0100CYNH81,01000MN9C8,2026-01-15T00:00:00.000Z
0100CYNS2J,01000EU765,2026-01-15T00:00:00.000Z
0100CYNS2J,01000KY216,2026-01-15T00:00:00.000Z
0100CYNS2J,01008STF01,2026-01-15T00:00:00.000Z
0100CYNS2J,01000NOX3W,2026-01-15T00:00:00.000Z
0100CYNS2J,01000NYN3V,2026-01-15T00:00:00.000Z
0100CYNS2J,01000FLBGS,2026-01-15T00:00:00.000Z
0100CYNS2J,01000FLBGS,2026-01-15T00:00:00.000Z
0100CYNS2J,01000FLBGS,2026-01-15T00:00:00.000Z
0100CYNS2J,01000AYE5G,2026-01-15T00:00:00.000Z
0100CYOU0X,01000L4OC7,2026-01-15T00:00:00.000Z
0100CYOU0X,01000GE1AU,2026-01-15T00:00:00.000Z
0100CYP73F,0100657Q5D,2026-01-15T00:00:00.000Z
0100CYP73F,01000DKOB8,2026-01-15T00:00:00.000Z
0100CYPG3Q,01000MMP5R,2026-01-15T00:00:00.000Z
0100CYPG3Q,01000CD901,2026-01-15T00:00:00.000Z
0100CYPTFN,01000JOMHA,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000NZP31,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000MZ22Q,2026-01-15T00:00:00.000Z
0100CYQHGZ,01008MAD0O,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000N2W4T,2026-01-15T00:00:00.000Z
0100CYQA83,01000JOMHA,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000KRYJG,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000MIXGC,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000NOX3W,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000DXL0Y,2026-01-15T00:00:00.000Z
0100CYQHGZ,01000KQI78,2026-01-15T00:00:00.000Z
0100CYQHGZ,0100BVG809,2026-01-15T00:00:00.000Z
0100CYQHGZ,0100BVGBFW,2026-01-15T00:00:00.000Z
0100CYQHGZ,0100BVGELN,2026-01-15T00:00:00.000Z
0100CYQHGZ,0100BVGH2H,2026-01-15T00:00:00.000Z
0100CYRFPT,01008STF01,2026-01-15T00:00:00.000Z
0100CYRFPT,01000NYLIQ,2026-01-15T00:00:00.000Z
0100CYRFPT,01000LD568,2026-01-15T00:00:00.000Z
0100CYRFPT,01000NPF0E,2026-01-15T00:00:00.000Z
0100CYRFPT,01000KOKCB,2026-01-15T00:00:00.000Z
0100CYRFPT,01000UTO4C,2026-01-15T00:00:00.000Z
0100CYRFPT,01000LATCB,2026-01-15T00:00:00.000Z
0100CYRFPT,01000KQ83N,2026-01-15T00:00:00.000Z
0100CYS22H,01000O10GL,2026-01-15T00:00:00.000Z
0100CYNB66,01000LAF1J,2026-01-15T00:00:00.000Z
0100CXFV41,01000AYCA1,2026-01-15T00:00:00.000Z
0100CXK88X,01000O0H63,2026-01-15T00:00:00.000Z
0100CXLO4X,01003UFF0T,2026-01-15T00:00:00.000Z
