idpessoa,idproduto,qtitem
0100C3SDEV,01000MJ157,0.5
0100C3SDEV,01000MJ833,0.146
0100C3SDEV,01000MN9C8,0.312
0100C3SDEV,01000N9T5E,0.23
0100C3SDEV,01000NXNEC,1
0100C3SDEV,01000O1A2S,1
0100C3SDEV,01000OL52Q,0.314
0100C3SDEV,01005BRF0U,1
0100C3SDEV,01008PXZ0K,0.284
0100C3SDEV,0100BVG809,1
0100C3SDEV,0100BVGELN,1
0100C3T62H,01000O05AO,0.172
0100C3URB8,01000NXR1V,0.208
0100C3URB8,01001XUDAJ,1
0100C3URB8,0100B5RE0X,2
0100C3VMU2,01000FKOKO,0.22
0100C3VMU2,01000FXF0I,0.11
0100C3VMU2,01000L5M0Y,0.056
0100C3VMU2,01000O0Y3L,0.058
0100C3VQ48,01000FXF0I,0.126
0100C3VQ48,01000GE1AU,2
0100C3VQ48,01000LAF1J,0.5
0100C3VQ48,01000LH0GG,0.11
0100C3VQ48,01000NPF0E,0.11
0100C3VQ48,01000NZT67,0.2
0100C3YXCQ,01000KGQM2,0.304
0100C3YXCQ,01000O01LH,0.36
0100C3ZKW2,01000CD901,0.174
0100C3ZKW2,01000KIS1C,0.15
0100C3ZKW2,01000KZN5G,0.128
0100C3ZKW2,01000MMP5R,0.142
0100C3ZKW2,01000N9VA7,0.14
0100C3ZLI1,01000FXF0I,0.132
0100C40239,01000FN2B1,0.104
0100C40239,01000O01LH,1.002
0100C40239,01000O05AO,0.504
0100C40239,0100C0MVG1,1
0100C40FH4,01000KRM02,0.056
0100C40FH4,01000L5K4V,0.1
0100C40FH4,01000N2W4T,0.08
0100C40VOD,01000FXF0I,0.142
0100C40VOD,01000L1508,0.25
0100C40VOD,01000LH0GG,0.1
0100C40VOD,01000LQY0G,0.068
0100C40VOD,01000MM11A,0.1
0100C40VOD,01000MML4N,0.25
0100C40VOD,01000N3Q71,0.1
0100C40VOD,01000NXJ5W,0.57
0100C40VOD,01000O01LH,0.322
0100C40VOD,01000O2I1H,0.066
0100C41UCT,01000CJIGN,0.102
0100C41UCT,01000KRYJG,0.106
0100C41UCT,01000L076O,0.036
0100C41UCT,01000N9JCM,0.136
0100C41UCT,01000O0D69,0.14
0100C41UCT,01005BRP5F,1
0100C41UCT,01005U0B5T,1
0100C4390N,01000C090I,0.104
0100C4390N,01000KZTDQ,0.172
0100C4390N,01000NP582,0.09
0100C4390N,01000O2I1H,0.066
0100C43K5K,01000AYE5G,0.132
0100C43K5K,01000D9333,0.08
0100C43K5K,01000MKG14,0.074
0100C43K5K,01000NWI43,1
0100C43K5K,01000O0H63,0.034
0100C44I57,010009YO0D,1
0100C44I57,01000FCNLA,1
0100C44I57,01008C8PA5,1
0100C44QLA,01000L9UC2,0.308
0100C44QLA,01000M352T,1
0100C44QLA,01000N3U00,0.092
0100C46G3J,01000FSWJR,1
0100C46G3J,01000L9G4Y,0.05
0100C46G3J,01000L9WBF,0.114
0100C46G3J,01000N97CS,0.08
0100C46G3J,01000NQQ1J,1
0100C46G3J,01000NXR1V,0.102
0100C4764L,01000NON7S,0.134
0100C4764L,01000O05AO,0.136
0100C4764L,010091Q7D8,0.246
0100C47U2J,010009TP6C,1
0100C47U2J,01000AOW0T,5
0100C47U2J,01000HM3F3,1
0100C47U2J,01000KY216,0.062
0100C47U2J,01000MN359,0.056
0100C47U2J,01003UFKEG,4
0100C48S2E,01000GE1AU,1
0100C48S2E,01000KP623,0.1
0100C48S2E,01000M23WQ,0.05
0100C48S2E,01000O0F1T,0.1
0100C48S2E,01003UFKEG,2
0100C4A4B2,01000KPW81,0.292
0100C4A4B2,01000LAF1J,0.348
0100C4A4B2,01000MOA2D,0.104
0100C4A4B2,01000O0F1T,0.314
0100C4AM5J,01000HLH0J,1
0100C4AM5J,01000KZTDQ,0.092
0100C4AM5J,01000N3W39,0.166
0100C4ARHW,01000KEF01,0.052
0100C4ARHW,01000KVK7J,0.086
0100C4ARHW,01000MMD3L,0.116
0100C4ARHW,01000N244E,0.378
0100C4ARHW,01000NY92H,0.136
0100C4ARHW,01000O0D69,0.202
0100C4ARHW,01000O0F1T,0.128
0100C4ARHW,01000O2I1H,0.11
0100C4ARHW,01003UFF0T,4
0100C4CH8H,010009NRB5,1
0100C4CH8H,01000KJY9W,0.114
0100C4CH8H,01000KRM02,0.102
0100C4CH8H,01000KRYJG,0.11
0100C4CH8H,01000L5K4V,0.102
0100C4CH8H,01000N2W4T,0.1
0100C4CH8H,01000NP582,0.088
0100C4CH8H,01000NYFFY,0.122
0100C4CH8H,01003UFKEG,16
0100C4ED4N,01000AYCA1,0.154
0100C4ED4N,01000CD901,0.328
0100C4ED4N,01000EQC88,0.28
0100C4ED4N,01000FXF0I,0.704
0100C4ED4N,01000KIS1C,0.148
0100C4ED4N,01000LAPTM,0.172
0100C4ED4N,01000M352T,1
0100C4ED4N,01000MJ157,0.14
0100C4ED4N,01000MMP5R,0.124
0100C4ED4N,01000MN9C8,0.3
0100C4ED4N,01000MNHKM,0.148
0100C4ED4N,01000N9VA7,0.138
0100C4ED4N,01003N54AC,0.192
0100C4ED4N,01005U0Y16,1
0100C4FE09,0100B5RE0X,2
0100C4GCKJ,01000NXR1V,0.304
0100C4M526,01000J5U0J,1
0100C4M526,01000MSQGH,1
0100C4MD13,01000FXF0I,0.136
0100C4MD13,01000KRYJG,0.15
0100C4MD13,01000MMP5R,0.108
0100C4MD13,01000NOJ6S,0.114
0100C4MD13,01000NP99X,0.1
0100C4MD13,01000NUL0T,0.102
0100C4MD13,01000NZP31,0.106
0100C4MD13,01008STF01,0.128
0100C4N1IM,01000N367E,0.2
0100C4NP0R,01000EEQEN,0.28
0100C4NP0R,01000EOO77,0.1
0100C4NP0R,01000FLBGS,0.144
0100C4NP0R,01000KP623,0.102
0100C4NP0R,01000MKC8T,0.038
0100C4NP0R,01000MLZAU,0.142
0100C4NP0R,01000NPF0E,0.31
0100C4NP0R,01000O0F1T,0.242
0100C4NP0R,01000O0J39,0.102
0100C4NP0R,01000OM54D,0.168
0100C4NP0R,01003UFKEG,3
0100C4NP0R,0100923R03,1
0100C4OA2R,01000CD2N4,0.106
0100C4OA2R,01000CD901,0.106
0100C4OA2R,01000EW300,0.106
0100C4OA2R,01003JRUGG,0.104
0100C4RU42,01000HOO86,1
0100C4RU42,01000M2T07,0.042
0100C4RU42,01000NFADZ,1
0100C4RU42,01000NON7S,0.196
0100C4S735,01000NOJ6S,0.112
0100C4S735,01000NOR8E,1.53
0100C4SK19,01000CD901,0.048
0100C4SK19,01000D83C0,0.054
0100C4SK19,01000KM1AH,0.05
0100C4SK19,01000KRYJG,0.052
0100C4SK19,01000MIXGC,0.1
0100C4SK19,01000MMP5R,0.052
0100C4SK19,01000N2M1N,0.054
0100C4SK19,01000NOJ6S,0.052
0100C4SK19,01000NUL0T,0.048
0100C4SK19,01000NZP31,0.054
0100C4SK19,01000O2I1H,0.1
0100C4SK19,0100C0MB12,1
0100C4V16A,01000EXU1O,1
0100C4V16A,01000M0S94,1
0100C4V16A,01000M1H3G,1
0100C4V16A,01000M5WW5,1
0100C4V16A,01000MQUBT,1
0100C4V16A,0100BZZP04,1
0100C4VL51,01000KRYJG,0.104
0100C4VL51,01000L5K4V,0.102
0100C4VL51,01000NUL0T,0.106
0100C4W9KF,01000GE1AU,2
0100C4W9KF,01000KP623,0.052
0100C4W9KF,01000LD568,0.052
0100C4W9KF,01000MMD3L,0.052
0100C4W9KF,01008MJCF7,1
0100C4WA6U,01000KJ0V5,0.1
0100C4WA6U,01000KRM02,0.1
0100C4WA6U,01000KRYJG,0.1
0100C4WA6U,01000L5K4V,0.1
0100C4WA6U,01000MZ22Q,0.1
0100C4WA6U,01000NOX3W,0.182
0100C4WA6U,01000NY92H,0.1
0100C4WA6U,01008MAD0O,0.1
0100C4YF00,01000KJY9W,0.568
0100C4YF00,01000KMW1Q,0.106
0100C4YF00,01000L5K4V,0.102
0100C4YF00,01000NOT3B,0.758
0100C4YF00,0100AXTZJJ,1
0100C4Z7B8,01000G8Y0U,2
0100C4Z7B8,01000KICDY,0.094
0100C4Z7B8,01000KJY9W,0.144
0100C4Z7B8,01000M23WQ,0.128
0100C4Z7B8,01000OL7D9,0.128
0100C50V1L,01000CB303,1
0100C50V1L,01000MY20F,1
0100C51PAF,01000EPA33,0.216
0100C51PAF,01000MOA2D,0.236
0100C52B8T,010009OS3K,0.212
0100C52B8T,010009OY2D,0.502
0100C52B8T,01000KP623,0.304
0100C52B8T,01000O0F1T,0.184
0100C52B8T,010091PWSQ,0.108
0100C53E65,01000DVY0T,1
0100C53E65,01000EO252,2
0100C53E65,01000FXF0I,0.102
0100C53E65,01000I9R1X,1
0100C53E65,01000KRYJG,0.1
0100C53E65,01000L5K4V,0.098
0100C53E65,01000LD568,0.124
0100C53E65,01000NYFFY,0.116
0100C53E65,01000OKZ0G,1
0100C53E65,01003OL32W,2
0100C53E65,010064H09F,0.102
0100C53GGW,01000FVP1X,1
0100C53GGW,01005TBH05,1
0100C54CIP,01000MMP5R,1.03
0100C54W75,010009NRB5,1
0100C54W75,01000KRM02,0.102
0100C54W75,01000KRYJG,0.104
0100C54W75,01000MQMFA,1
0100C54W75,01000N2W4T,0.098
0100C54W75,0100C01AHS,1
0100C55TAM,01000KMW1Q,0.21
0100C55TAM,01000KRM02,0.1
0100C57MAR,01000KICDY,0.058
0100C57MAR,01000KJY9W,0.106
0100C57MAR,01000KRYJG,0.056
0100C57MAR,01000KU49H,0.058
0100C57MAR,01000L5K4V,0.052
0100C57MAR,01000MLZAU,0.104
0100C57MAR,01000MMB9Q,0.048
0100C57MAR,01000N2W4T,0.054
0100C57MAR,01000O0D69,0.154
0100C57MAR,01005UI64G,1
0100C57MAR,0100BVGBFW,1
0100C57MAR,0100BVGELN,1
0100C59Q4F,01000N2E9E,0.106
0100C59W9H,01000JMOA0,1
0100C59W9H,01000KZN5G,0.05
0100C5AA0V,01000NFADZ,1
0100C5AA0V,01000OL7D9,0.144
0100C5D95W,01000L9I47,0.202
0100C5D95W,01000M23WQ,0.2
0100C5D95W,01000OFH0T,1
0100C5DQ6P,01000MKG14,0.044
0100C5DQ6P,01000O2I1H,0.062
0100C5H2V7,01000D9U02,0.044
0100C5H2V7,01000KRM02,0.1
0100C5H2V7,01000KRYJG,0.1
0100C5H2V7,01000L5K4V,0.098
0100C5H2V7,01000N2W4T,0.1
0100C5IW4W,01000M1Z07,0.508
0100C5K27F,01000AYE5G,0.116
0100C5K27F,01000NON7S,0.114
0100C5K27F,01000O0D69,0.138
0100C5K27F,01000O0Y3L,0.102
0100C5K27F,01000O2ERW,0.102
0100C5K27F,01000OM151,0.056
0100C5LO9Q,01000MKG14,0.062
0100C5LO9Q,01000O0H63,0.1
0100C5MS5Q,01000EWABR,0.09
0100C5MS5Q,01003N5R4Q,0.156
0100C5QKF6,01000AI3AM,0.246
0100C5QKF6,01000LH67P,0.222
0100C5QKF6,01000N97CS,0.226
0100C5S580,01000N140E,1
0100C5S580,01000OLSG2,1
0100C5S580,01008CBH15,1
0100C5UV0B,01000NZX3J,0.056
0100C5UV0B,01003NFSGN,0.05
0100C61Z22,01000LJDA7,0.202
0100C61Z22,01000O2S4D,0.128
0100C65TCQ,01000AYCA1,0.174
0100C65TCQ,01000AYE5G,0.392
0100C65TCQ,01000CD901,0.338
0100C65TCQ,01000EPA33,0.386
0100C65TCQ,01000FXF0I,0.278
0100C65TCQ,01000KY658,0.138
0100C65TCQ,01000KZTDQ,0.512
0100C65TCQ,01000MKG14,0.268
0100C65TCQ,01000NZX3J,0.112
0100C65U2H,01000FPX52,1.1
0100C65U2H,01000OLD0S,0.324
0100C67VLH,01000O2ERW,0.139
0100C67VLH,01003UFF0T,2
0100C68PAC,01000AYCA1,0.162
0100C68PAC,01000FLS7T,1
0100C68PAC,01000L9G4Y,0.1
0100C68PAC,01000MKG14,0.408
0100C68PAC,01000O2I1H,0.2
0100C68PAC,01003UFF0T,7
0100C68PAC,01003UFKEG,3
0100C69E5E,01008BI9BV,1
0100C69I7D,01000AYE5G,0.124
0100C69I7D,01000FXF0I,0.128
0100C69I7D,01000NUL0T,0.086
0100C6AA6Z,010009FQ85,1
0100C6AA6Z,01000EPA33,1.004
0100C6AA6Z,01000FLS7T,2
0100C6AA6Z,01000LH0GG,0.112
0100C6AA6Z,01000M23WQ,0.126
0100C6AA6Z,01000MJ833,0.222
0100C6AA6Z,01000N3U00,0.122
0100C6AA6Z,01000NOR8E,1.004
0100C6AA6Z,01000NXR1V,0.09
0100C6AA6Z,01000OL7D9,0.116
0100C6AA6Z,01000OLD0S,0.408
0100C6AA6Z,01005ETF00,2
0100C6BF33,01000OL7D9,0.202
0100C6DP0A,01000KRYJG,0.1
0100C6DP0A,01000L5K4V,0.1
0100C6DP0A,01000N2W4T,0.1
0100C6DP0A,01000NPF0E,0.108
0100C6EO9X,01000O47BX,0.152
0100C6F40J,01000CD2N4,0.1
0100C6F40J,01000KJ0V5,0.1
0100C6F40J,01000KJY9W,0.1
0100C6F40J,01000KRYJG,0.1
0100C6F40J,01000L9K53,0.1
0100C6F40J,01000MM9L6,0.1
0100C6F40J,01000N2W4T,0.1
0100C6F40J,01000NYBMF,0.2
0100C6F40J,01000NZP31,0.1
0100C6F40J,01005NE525,0.5
0100C6G86R,01000LJH9N,1
0100C6G86R,01000NU31L,2
0100C6G86R,01005TB45A,1
0100C6G86R,0100988A17,2
0100C6LJ28,010009NRB5,1
0100C6LJ28,01000CVR3I,1
0100C6LJ28,01000L5K4V,0.2
0100C6LJ28,01000M1M4A,1
0100C6LJ28,01000MNHKM,0.304
0100C6LJ28,01000O01LH,0.334
0100C6LJ28,01001XZ37R,1
0100C6PHC2,01000DI3QX,0.302
0100C6PHC2,01000FLBGS,0.106
0100C6PHC2,01000GE1AU,7
0100C6PHC2,01000KLJGW,0.236
0100C6PHC2,01000N2M1N,0.05
0100C6PHC2,01000N3490,0.094
0100C6PHC2,01000N3K7V,0.174
0100C6PHC2,01000N9PBH,0.202
0100C6PHC2,01000O0D69,0.144
0100C6PHC2,01000OIX40,1
0100C6PHC2,01003P827F,1
0100C6PHC2,01003UFF0T,1
0100C6PHC2,01003UFKEG,6
0100C6PHC2,0100BVGH2H,5
0100C6RR03,01000CD901,0.14
0100C6RR03,01000EQM00,0.034
0100C6RR03,01000FLBGS,0.058
0100C6RR03,01000FLS7T,1
0100C6RR03,01000FXF0I,0.144
0100C6RR03,01000KIQ7I,0.104
0100C6RR03,01000L9G4Y,0.054
0100C6RR03,01000MIXGC,0.088
0100C6RR03,01000NXJ5W,0.156
0100C6RR03,01000O0F1T,0.274
0100C6RR03,01000O0H63,0.068
0100C6V605,01000AYE5G,0.126
0100C6V605,01000DJ037,0.074
0100C6V605,01000KRM02,0.056
0100C6V605,01000KRYJG,0.1
0100C6V605,01000L5K4V,0.102
0100C6V605,01000N2W4T,0.102
0100C6V605,01000O2I1H,0.07
0100C6X8KJ,01000EEQEN,0.1
0100C6X8KJ,01000L1508,1.01
0100C6X8KJ,01000LD568,0.116
0100C6X8KJ,01000N2M1N,0.064
0100C6X8KJ,01000NOL8K,0.048
0100C6X8KJ,01000NY7O5,0.106
0100C6Y393,01000JKJ6D,1
0100C6Y393,01002FKM06,1
0100C6Y393,0100B5RE0X,1
0100C6ZX1P,01003M2CDO,1
0100C7139P,01000EW300,0.142
0100C7139P,01003JRUGG,0.128
0100C7139P,0100AXO04X,1
0100C7139P,0100AXQK17,1
0100C716GK,01000EW300,0.14
0100C716GK,01000LD568,0.124
0100C73WJF,01000KRYJG,0.1
0100C73WJF,01000NXP1L,1
0100C74ZEP,01000KOKCB,0.2
0100C74ZEP,01000KRYJG,0.11
0100C74ZEP,01000L5K4V,0.1
0100C74ZEP,01000MIXGC,0.072
0100C74ZEP,01000MZ22Q,0.1
0100C74ZEP,01000N2W4T,0.112
0100C74ZEP,01000NPF0E,0.204
0100C74ZEP,01000OLX7F,0.206
0100C74ZEP,01000OM54D,0.206
0100C74ZEP,01000UTO4C,0.202
0100C74ZEP,010091PWSQ,0.2
0100C76U7N,01000CCV74,0.106
0100C76U7N,01000HLH0J,1
0100C76U7N,01000L5E0C,0.114
0100C76U7N,01000OL7D9,0.106
0100C76U7N,01003UFF0T,3
0100C76U7N,01003UFKEG,4
0100C77F4T,01000E0HFX,0.202
0100C77F4T,01000KPW81,0.178
0100C77F4T,01000MLZAU,0.122
0100C77F4T,01000NY92H,0.058
0100C77F4T,01000O01LH,0.32
0100C77F4T,01000O0F1T,0.132
0100C77T2O,01000FXF0I,0.142
0100C77T2O,01000L5K4V,0.17
0100C77T2O,0100B5RE0X,1
0100C77Y23,01000MN55A,0.502
0100C785EJ,01000GE1AU,1
0100C785EJ,01000KE14V,1
0100C785EJ,01005ETI1R,3
0100C7912A,01000AF80A,0.126
0100C7912A,01000FLS7T,2
0100C7912A,01000LAF1J,1.498
0100C7912A,01000N244E,0.23
0100C7912A,01000N3W39,0.158
0100C7912A,01000NYDFC,0.03
0100C79G2I,01000CCV74,0.212
0100C7AA63,01000MOZ19,0.3
0100C7AT47,01000DDTD7,0.052
0100C7AT47,01000N97CS,0.106
0100C7AT47,01000NFADZ,2
0100C7B91L,01003PAF0B,1
0100C7BFAU,01000AYCA1,0.21
0100C7BFAU,01000O0H63,0.166
0100C7BUKY,01000JEC0X,1
0100C7BUKY,01000NYDFC,0.072
0100C7C45C,01000FHS7U,1
0100C7C45C,01000N6J4G,1
0100C7CTA0,01000KJ0V5,0.102
0100C7CTA0,01000KRM02,0.11
0100C7CTA0,01000L5K4V,0.118
0100C7CTA0,01000N2W4T,0.11
0100C7CTA0,01008SUQ46,0.102
0100C7E0GH,01000AFAE3,0.088
0100C7E0GH,01000ATWDV,1
0100C7E0GH,01000AYCA1,0.144
0100C7E0GH,01000CD901,0.158
0100C7E0GH,01000EV9K6,0.118
0100C7E0GH,01000J8ALS,0.05
0100C7E0GH,01000L9UC2,0.1
0100C7E0GH,01000LQY0G,0.058
0100C7E0GH,01000MJ157,0.144
0100C7E0GH,01000MJ833,0.104
0100C7E0GH,01000MMJ7V,0.11
0100C7E0GH,01000MNHKM,0.238
0100C7E0GH,01000N244E,0.122
0100C7E0GH,01000NHKF1,0.1
0100C7E0GH,01000NYN3V,0.096
0100C7E0GH,01000O0D69,0.148
0100C7E0GH,01000OLX7F,0.302
0100C7E0GH,01008STKD4,0.102
0100C7E0GH,0100EZV8KJ,1
0100C7EV21,01000HLH0J,1
0100C7EV21,01005U0W1B,1
0100C7FQLH,01003UFKEG,2
0100C7FQLH,0100C00HCQ,1
0100C7GO6D,01000AYCA1,0.304
0100C7GO6D,01000AYE5G,0.118
0100C7GO6D,01000CD901,0.132
0100C7GO6D,01000FLBGS,0.05
0100C7GO6D,01000KLJGW,0.138
0100C7GO6D,01000LD568,0.1
0100C7GO6D,01000LQY0G,0.03
0100C7GO6D,01000M23WQ,0.13
0100C7GO6D,01000MJ6H2,0.152
0100C7GO6D,01000MKG14,0.054
0100C7GO6D,01000MMD3L,0.056
0100C7GO6D,01000MP37G,0.7
0100C7GO6D,01000N367E,0.042
0100C7GO6D,01000NON7S,0.154
0100C7GO6D,01000NUJ2B,1
0100C7GO6D,01000NYN3V,0.068
0100C7GO6D,01000O01LH,1.06
0100C7GO6D,01000O2ERW,0.052
0100C7GO6D,01003UFKEG,6
0100C7GO6D,01008MK134,8
0100C7GO6D,0100BVG809,2
0100C7GO6D,0100BVGBFW,2
0100C7GO6D,0100BVGELN,5
0100C7GO6D,0100BVGH2H,4
0100C7IA69,01000KOY0Y,0.28
0100C7IA69,01000N3490,0.098
0100C7IA69,01000NON7S,0.128
0100C7IA69,01008K0MAV,0.066
0100C7KMC8,01000FLS7T,2
0100C7KMC8,01000FZS4T,1
0100C7KMC8,01000G0C20,1
0100C7KMC8,01000M1H3G,1
0100C7KMC8,01008C9MAO,1
0100C7KMC8,0100D3A81T,1
0100C7L71H,01000AYCA1,0.07
0100C7L71H,01000CD901,0.092
0100C7L71H,01000EQC88,0.548
0100C7L71H,01000FXF0I,0.104
0100C7L71H,01000MJ833,0.108
0100C7MW12,01000AYCA1,0.362
0100C7MW12,01000CD901,0.38
0100C7MW12,01000KLJGW,1.076
0100C7MW12,01000O01LH,0.324
0100C7MW12,01000O0Y3L,0.1
0100C7MW12,01008STKD4,0.148
0100C7MW12,0100BUFA4Z,1
0100C7NXA6,01000J9QBJ,1
0100C7NXA6,01000M2T07,0.112
0100C7NXA6,01000NYN3V,0.2
0100C7NXA6,01005Y2L4D,1
0100C7OW3S,01000CD901,0.144
0100C7OW3S,01000EW300,0.036
0100C7OW3S,01000KED10,0.464
0100C7OW3S,01000MIXGC,0.132
0100C7OW3S,01000NZP31,0.382
0100C7OW3S,01000OM54D,0.152
0100C7SAAC,0100BHMHJ2,1
0100C7SVJO,01000CD901,0.252
0100C7SVJO,01000ER4DD,0.144
0100C7U608,01000BLB7B,1
0100C7U608,01000EQC88,0.134
0100C7U608,01000KJY9W,0.5
0100C7U608,0100C00HCQ,1
0100C7UFAU,01000AYE5G,0.204
0100C7UFAU,01000E67DO,1
0100C7UFAU,01000L9WBF,0.204
0100C7UFAU,01000N2M1N,0.158
0100C8144T,01000CD79M,0.104
0100C8144T,01000EUR9E,0.134
0100C8144T,01000GE1AU,6
0100C8144T,01000MP37G,0.508
0100C8144T,01000N367E,0.1
0100C8144T,01002F6E6T,1
0100C8144T,01002F6TK1,1
0100C82H4D,01000AYE5G,0.108
0100C82H4D,01000KQ298,0.09
0100C82H4D,01000NYN3V,0.032
0100C82H4D,0100AXSL68,0.328
0100C82H4D,0100BVGBFW,1
0100C83P1P,010009OS3K,0.142
0100C83P1P,010009OY2D,0.158
0100C83P1P,01000KJ0V5,0.1
0100C83P1P,01000KM7NG,0.1
0100C83P1P,01000MZ22Q,0.05
0100C83P1P,01008STF01,0.128
0100C83P1P,01008SUQ46,0.104
0100C83U7L,01000KJ0V5,0.102
0100C83U7L,01000L5K4V,0.096
0100C83U7L,01000M1M4A,2
0100C83U7L,01000NYFFY,0.102
0100C83U7L,01008MAD0O,0.1
0100C8960S,01000BU44B,1
0100C89WAR,01000AYE5G,0.1
0100C89WAR,01000N2M1N,0.1
0100C89WAR,01005NG93A,0.476
0100C89WAR,0100BVGELN,2
0100C89WAR,0100BVGH2H,1
0100C8QAJE,01000AYCA1,0.302
0100C8QAJE,01000KED10,0.998
0100C8QAJE,01000O01LH,3.022
0100C8QB8G,01000FXF0I,0.152
0100C8QB8G,01000KIS1C,0.142
0100C8QB8G,01000L9C3U,0.118
0100C8QB8G,01000MJ157,0.162
0100C8QB8G,01000MMP5R,0.14
0100C8QB8G,01000N2E9E,0.1
0100C8QB8G,01000NXR1V,0.102
0100C8QB8G,01000O0Y3L,0.102
0100C8QB8G,01000OL7D9,0.112
0100C8QB8G,01003K9Y1B,0.124
0100C8QB8G,01008STF01,0.126
0100C8QB8G,01008SUQ46,0.098
0100C9BA1H,01000MOZ19,0.212
0100C9OE7G,01000MUSB5,2
0100C9OO9Q,01000D9333,0.202
0100C9SP5I,01000D9333,0.194
0100C9SP5I,01000L9Q55,0.056
0100C9T344,01000AYE5G,0.048
0100C9T344,01000FLBGS,0.072
0100C9T344,01000N244E,0.122
0100C9T344,01000N367E,0.05
0100C9T344,01000NPF0E,0.214
0100C9T344,01000NYLIQ,0.074
0100C9T344,01000NYN3V,0.036
0100C9T344,01000O0F1T,0.158
0100C9T344,01000OLX7F,0.098
0100C9TAFD,01008SSG0T,0.208
0100C9U5NS,01000E0HFX,0.058
0100C9U5NS,01000EOM62,0.052
0100C9U5NS,01000KRYJG,0.052
0100C9U5NS,01000N2O0Y,0.056
0100C9U5NS,01000NP78Q,0.052
0100C9U5NS,01003UFKEG,5
0100C9U5NS,01008SUQ46,0.104
0100C9UB9A,01000A9R1H,1
0100C9UB9A,01000O2I1H,0.086
0100C9UG7E,01000KYK1H,0.274
0100C9UR08,01000AOW0T,4
0100C9UR08,01000KLX5P,0.206
0100C9UR08,01000L9I47,0.112
0100C9UR08,01000M2T07,0.104
0100C9UR08,01000MJ157,0.5
0100C9UR08,01000MN74B,0.102
0100C9UR08,01000MNHKM,0.808
0100C9UR08,01003UFKEG,1
0100C9UR08,0100AXSL68,0.056
0100C9V187,01000DCE0Q,0.074
0100C9V187,01000KJ0V5,0.1
0100C9V187,01000KP623,0.102
0100C9V187,01000KRYJG,0.1
0100C9V187,01000L5K4V,0.08
0100C9V187,01000L9M1M,0.164
0100C9V187,01000LD568,0.288
0100C9V187,01000LQY0G,0.036
0100C9V187,01000MIXGC,0.198
0100C9V187,01000MKG14,0.1
0100C9V187,01000NPF0E,0.21
0100C9V187,01000NYFFY,0.1
0100C9V187,01000NZP31,0.598
0100C9V187,01000O2I1H,0.1
0100C9VXEG,01000FKOKO,0.194
0100C9VXEG,01000MKN7Z,0.51
0100C9VXEG,01008QQX0X,1
0100C9W8C3,01000MOA2D,0.102
0100C9W8C3,01005NE95C,0.126
0100C9ZQ6D,01000L9G4Y,0.078
0100C9ZQ6D,01000MKG14,0.106
0100C9ZQ6D,01000NC6SB,1
0100C9ZQ6D,01000NON7S,0.128
0100C9ZQ6D,01000O0H63,0.024
0100C9ZQ6D,01000O2I1H,0.092
0100C9ZQ6D,010091PWSQ,0.08
0100CA137T,01008QQX0X,1
0100CA1B3X,01000KGQM2,0.124
0100CA1B3X,01000KPW81,0.124
0100CA1B3X,01000KZN5G,0.27
0100CA1B3X,01000LATCB,0.048
0100CA1B3X,01000NXR1V,0.114
0100CA1B3X,01000O2ERW,0.094
0100CA391E,01000AOW0T,1
0100CA391E,01000CD901,0.472
0100CA391E,01000FLBGS,0.042
0100CA391E,01000NOR8E,0.208
0100CA391E,01000NXJ5W,0.15
0100CA391E,01000O0D69,0.1
0100CA391E,0100BVGH2H,2
0100CA3OD9,01000KICDY,0.08
0100CA3OD9,010091PWSQ,0.082
0100CA453O,01000KED10,0.51
0100CA453O,01000KLX5P,0.516
0100CA453O,01000L1508,0.508
0100CA453O,01000NZP31,0.334
0100CA453O,01002F6E6T,1
0100CA453O,01008SUQ46,0.1
0100CABO3Y,01000JIW6T,1
0100CABO3Y,01000LH67P,0.04
0100CABO3Y,01000M2T07,0.054
0100CABO3Y,01000NYN3V,0.048
0100CADD2A,01000NON7S,0.106
0100CADD2A,01000NXR1V,0.202
0100CADD2A,01000O2ERW,0.2
0100CADD2A,01000OM151,0.204
0100CADJ17,01000GE1AU,5
0100CADJ17,01000NON7S,0.552
0100CAF214,01000DDTD7,0.054
0100CAF214,01000J8ALS,0.074
0100CAF214,01000N3W39,0.262
0100CAF214,01000NFADZ,1
0100CAF214,01005NG93A,0.1
0100CAFM28,01000DDTD7,0.048
0100CAFM28,01000KJ0V5,0.056
0100CAFM28,01000KRYJG,0.208
0100CAFM28,01000L5K4V,0.104
0100CAFM28,01000L9G4Y,0.038
0100CAFM28,01000MKG14,0.07
0100CAFM28,01000MZ22Q,0.06
0100CAFM28,01000N2W4T,0.104
0100CAFM28,01000NUL0T,0.106
0100CAFM28,01000NY92H,0.054
0100CAFM28,01000NYFFY,0.08
0100CAFM28,01000O2I1H,0.058
0100CAFM28,01008MAD0O,0.062
0100CAHX1G,01000CD901,0.154
0100CAHX1G,01000GE1AU,1
0100CAHX1G,01000IVU3J,1
0100CAHX1G,01000KM7NG,0.092
0100CAHX1G,01000MNHKM,0.11
0100CAIO48,01000FLS7T,1
0100CAIO48,01000LMU2T,1
0100CAJ007,01000KJ0V5,0.052
0100CAJ007,01000KRYJG,0.054
0100CAJ007,01000MZ22Q,0.056
0100CAJ007,01000N2W4T,0.052
0100CAJ007,01000NYFFY,0.05
0100CAJ007,01008MAD0O,0.05
