idpessoa,cidade,uf,risk_score,confidence,abc,recommended_product,pitch
010000KWJ3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001HU0G,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010001HTTW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Y747,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100014K2M,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001I1CY,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001I29S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001I4M9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000PV7M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001I70G,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001I9DT,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001IB0G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001IC0J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001IGUQ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001II24,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YBOV,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001IK9X,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001ILKD,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001IM5H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001INBV,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001IO25,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001IQ03,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100014XNK,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001IT06,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001IV92,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000JDGZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Sucesso de vendas na sua região."
010001IX5K,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001J0II,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000155HM,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010000YH4E,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001J50B,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001J96O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001JAA6,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001JCAA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001JEI6,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001JHBV,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100015OF4,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001JK36,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001JL1I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001JM0O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001JO74,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YKDU,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Q1I7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001JT0Z,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001JYGI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001JZ4A,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001K00V,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001K3GE,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001K419,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001K50A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100016AHU,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001KA3U,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100016E14,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001KDG3,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000YP1L,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001KHEW,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100016K00,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100023MCU,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001KMDH,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000YT1M,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001KQKV,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001KR9D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001KU1H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001KW2R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000YWQI,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001L0B0,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001L31I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100016R44,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100016U28,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001L8AO,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001L99Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LAAX,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LB8U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LC5S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000172SG,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001LH9U,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001LI2E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LK2W,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LL1X,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010001LNIC,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LPAO,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LTEO,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LU3S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017B1O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001LYR3,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001LZFE,"Sorocaba",SP,100.00,90.00,,01000FXF0I,"Produto com alta aceitação entre o público masculino."
010001M1O2,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000Q90S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001M36K,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000Z5G8,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001M63Q,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001MB3A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001MG7O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017I98,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001MJ7H,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001MMAD,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001MN09,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001MO83,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001MQMB,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001MR08,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001MS5N,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001MT2X,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001MV4Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001MY19,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001MZBC,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017S0M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001N3CN,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100017U7Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001N6FV,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100017V56,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001N8AA,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001N97C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001NAAM,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100017YED,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100017ZCV,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001NELV,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001NF03,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001NG33,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001NHEY,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001NL16,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
01000183IE,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000L38P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001NP4A,"Sorocaba",SP,100.00,90.00,,0100B5RE0X,"Produto com alta aceitação entre o público feminino."
010001NQFG,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010000QG0T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001NT48,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001NVA8,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001O1EW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001O3IS,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001O43Z,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001O52L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001O698,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001O797,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001O818,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001O987,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001OAT4,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001OB9C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001OCB2,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001OD8I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018F49,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001OG21,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001OHPI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018H2Y,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001OK0E,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001OMEN,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001ONGA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001OP7N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018KFK,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001OT02,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001OU35,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100018NDS,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001OY5J,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001OZL0,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001P0N3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001P11K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001P2AZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001P31A,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
0100018V3B,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100018XFL,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001P61A,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001P7J0,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001P8G9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001P9BB,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PB88,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001921O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PE5A,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001PFRF,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PH6S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PJ2Y,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PK05,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PL12,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PN4G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PO6I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001084N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001PR0N,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001PS57,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100019AMM,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001PVUT,"Sorocaba",SP,100.00,90.00,,0100B5RE0X,"Produto com alta aceitação entre o público masculino."
0100019C67,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100028201,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001PZ26,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001Q1JM,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100010B03,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001Q44V,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100010C19,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001Q63J,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100029G15,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
0100029FOG,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001QB03,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001QDAW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QF1A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QGDR,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QH9T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QJ03,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QK9K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QL0U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QM0E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QN2M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QP41,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QQ3X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QR5J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QSH9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001A70H,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010000M4KX,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Sucesso de vendas na sua região."
010001QV43,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001QWIA,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001QX07,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001R0F7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001ACE5,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100010Q9K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001R5LN,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001R72Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001R86O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001RA4M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001RBJ5,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001ALD1,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001AM2Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
0100010V2V,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001RJ21,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001RL5K,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001AODY,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001RO4K,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001RP54,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001AP10,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001RS7I,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001AR98,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001AS8H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001RWHQ,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001AT5Y,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010000TN9C,"Sorocaba",SP,100.00,90.00,,01000KJ0V5,"Sucesso de vendas na sua região."
010001S10R,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001S253,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001S323,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001S4HT,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001S53W,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001S62T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001114A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001S89H,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001S953,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001AZ0K,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001SC1U,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001B12X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001SE37,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001B424,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001SGEM,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001SH3R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001SJ1P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001SM59,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001SN2K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001B91I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001SP6E,"Sorocaba",SP,100.00,90.00,,01000AYE5G,"Produto muito procurado por clientes corporativos."
010001SQCK,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001HQ3A,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001SWE7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,"Produto com alta aceitação entre o público masculino."
010001BC2R,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001SYK9,"Sorocaba",SP,100.00,90.00,,01000FLBGS,"Produto muito procurado por clientes corporativos."
010001SZH5,"Sorocaba",SP,100.00,90.00,,0100B5RE0X,"Produto muito procurado por clientes corporativos."
