idpessoa,uf,cidade,risk_score,abc,recommended_product,reason,pitch
0100C54W75,SP,"Sorocaba",95.14,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CNI915,SP,"Sorocaba",94.93,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01000707E2,SP,"Sorocaba",100.00,B,01000OKLLX,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B46TA6,SP,"Sorocaba",99.71,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E5WH9O,SP,"Sorocaba",72.91,B,01000M1M4A,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CNFTJ0,SP,"Sorocaba",94.84,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CF6PEF,SP,"Sorocaba",96.57,B,01000MMB9Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DKM86W,SP,"Sorocaba",83.81,B,01000MMD3L,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DK14A6,SP,"Sorocaba",85.02,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQ185A,SP,"Sorocaba",95.03,B,01000CMYDQ,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C74ZEP,SP,"Sorocaba",97.53,B,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010005LKLK,SP,"Sorocaba",99.62,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C2L79C,SP,"Sorocaba",70.71,B,0100AXT92N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BLX30V,SP,"Sorocaba",84.13,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CARXIF,SP,"Sorocaba",97.52,B,01000MMB9Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001VV1B,SP,"Sorocaba",92.11,B,01000M6C0J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DKNL3J,SP,"Sorocaba",84.52,B,0100BVG809,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQFT36,SP,"Sorocaba",94.50,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010004EG6G,SP,"Sorocaba",77.60,B,01000L5K4V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DCWW4W,SP,"Sorocaba",89.78,B,01003M2TI3,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B6Q96P,SP,"Sorocaba",99.70,B,01003M2X92,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CJ4II1,SP,"Sorocaba",96.08,B,01000NQQ1J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CW4V1N,SP,"Sorocaba",93.90,B,01000MIXGC,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010090H49C,SP,"Sorocaba",96.30,B,01003N54AC,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010096H97R,SP,"Sorocaba",99.96,B,01002FKM06,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DOIV09,SP,"Sorocaba",83.67,B,01000J5U0J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CL6O1T,SP,"Sorocaba",95.10,B,01000D9333,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DHYU0W,SP,"Sorocaba",85.22,B,01000KZTDQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D52F6J,SP,"Sorocaba",90.77,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4M526,SP,"Sorocaba",98.04,B,01000J5U0J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01005VJOCX,SP,"Sorocaba",99.99,B,01000FRRL1,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DR794W,SP,"Sorocaba",82.04,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E4TW66,SP,"Sorocaba",73.78,B,01000JYO5P,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D0YW19,SP,"Sorocaba",92.27,B,01000OIX40,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010003RY0W,SP,"Sorocaba",79.37,B,0100AXSL68,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010005N1BL,SP,"Sorocaba",96.19,B,01000MMF8H,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DP7L2C,SP,"Sorocaba",81.83,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100089P05,SP,"Sorocaba",83.57,B,01000L9I47,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BU7E07,SP,"Sorocaba",98.73,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100026O6Q,SP,"Sorocaba",99.96,B,01000MJ157,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010008QFCN,SP,"Sorocaba",99.97,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C1RY7M,SP,"Sorocaba",98.27,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DC2NVF,SP,"Sorocaba",89.62,B,01008QQX0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CYICAH,SP,"Sorocaba",93.31,B,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DEEK00,SP,"Sorocaba",87.40,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010004DKGR,SP,"Sorocaba",80.16,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DTUP7L,SP,"Sorocaba",76.95,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CGLL05,SP,"Sorocaba",96.38,B,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BOS9FE,SP,"Sorocaba",86.13,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010000WO0V,SP,"Sorocaba",99.95,B,01003UFKEG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CXGM1C,SP,"Sorocaba",92.53,B,01000NYLIQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AVB39P,SP,"Sorocaba",99.77,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CZDW4J,SP,"Sorocaba",92.43,B,01000N2O0Y,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CXHF3E,SP,"Sorocaba",93.32,B,01000KEPFT,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CXRTC2,SP,"Sorocaba",93.32,B,01000NQQ1J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B28C2R,SP,"Sorocaba",99.19,B,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CSQV0A,SP,"Sorocaba",87.75,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BZF39F,SP,"Sorocaba",98.33,B,01000N3490,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D5E79B,SP,"Sorocaba",90.34,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCRR30,SP,"Sorocaba",97.18,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CKRB1P,SP,"Sorocaba",94.01,B,01000NOX3W,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BY53GD,SP,"Sorocaba",98.71,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D8320V,SP,"Sorocaba",80.84,B,0100BVGH2H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BFEQKC,SP,"Sorocaba",99.47,B,01006UTEIT,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DSY6CI,SP,"Sorocaba",80.04,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010061IKK0,SP,"Sorocaba",99.99,B,01003M2P0O,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CGKD74,SP,"Sorocaba",96.30,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B4BPH9,SP,"Sorocaba",99.73,B,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DEPF2O,SP,"Sorocaba",87.10,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DUP32H,SP,"Sorocaba",80.23,B,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E4MQ32,SP,"Sorocaba",72.02,B,01000NOX3W,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DNXN8S,SP,"Sorocaba",82.14,B,01000NOV36,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D30VFA,SP,"Sorocaba",91.39,B,010009H9NX,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100ANW0IU,SP,"Sorocaba",82.60,B,01000N3U00,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6F40J,SP,"Sorocaba",94.90,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CWOA3K,SP,"Sorocaba",92.65,B,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4CH8H,SP,"Sorocaba",97.96,B,01003UFKEG,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CIMFIQ,SP,"Sorocaba",96.10,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CN5ZD8,SP,"Sorocaba",94.63,B,01000L9C3U,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CZ1A6O,SP,"Sorocaba",92.58,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRY2CE,SP,"Sorocaba",94.60,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DPZ09N,SP,"Sorocaba",84.07,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BNBGJ3,SP,"Sorocaba",97.69,B,01003UFKEG,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100E68V8F,SP,"Sorocaba",74.33,B,0100B5RE0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010002XLT5,SP,"Sorocaba",70.02,B,01000L9C3U,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B6NF2A,SP,"Sorocaba",99.64,B,01000CD2N4,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CF629Y,SP,"Sorocaba",96.70,B,01000L5K4V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C2YL0T,SP,"Sorocaba",98.38,B,01000LH0GG,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D5KD4V,SP,"Sorocaba",81.41,B,01005NG93A,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DOQHH9,SP,"Sorocaba",81.84,B,01000L5K4V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D4SRIW,SP,"Sorocaba",91.72,B,01000M1H3G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010008BZ0S,SP,"Sorocaba",90.16,B,0100BVGELN,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BY1LGA,SP,"Sorocaba",98.53,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BLFHNB,SP,"Sorocaba",99.10,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008Y2U0G,SP,"Sorocaba",99.97,B,01000A6391,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CLPVC1,SP,"Sorocaba",91.84,B,01000KLX5P,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01009D8W77,SP,"Sorocaba",99.94,B,01000MTZ0V,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BD1BE2,SP,"Sorocaba",74.96,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CR5F4G,SP,"Sorocaba",94.19,B,01000MN14Z,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BCQJMX,SP,"Sorocaba",99.57,B,01000DYZ27,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CWGA38,SP,"Sorocaba",93.62,B,010009Y8H1,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100084X1W,SP,"Sorocaba",89.15,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CE5YEF,SP,"Sorocaba",97.25,B,01000MS6BI,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D0G41Y,SP,"Sorocaba",93.13,B,01000NQQ1J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BBELEQ,SP,"Sorocaba",86.70,B,01000NOX3W,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100APWM02,SP,"Sorocaba",99.61,B,01000KLJGW,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008V6E1U,SP,"Sorocaba",99.97,B,01000LE13Q,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D2OK7A,SP,"Sorocaba",70.07,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C47U2J,SP,"Sorocaba",95.74,B,01000DCE0Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BA270Z,SP,"Sorocaba",99.62,B,01000J5U0J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CH7E2B,SP,"Sorocaba",96.73,B,01006UTEIT,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D2YP5P,SP,"Sorocaba",92.47,B,01006UTEIT,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CRWH43,SP,"Sorocaba",94.21,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010092K05M,SP,"Sorocaba",79.63,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E6N64T,SP,"Sorocaba",73.27,B,01000L9412,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010001T91A,SP,"Sorocaba",99.89,B,01000JMQ3T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100012H63,SP,"Sorocaba",98.83,B,01000JMY40,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D81A5U,SP,"Sorocaba",91.59,B,01000CMYDQ,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DGZPJT,SP,"Sorocaba",86.92,B,01000NQQ1J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01008UNT1G,SP,"Sorocaba",99.94,B,01000MLZAU,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CFUH9R,SP,"Sorocaba",96.51,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CYDT9Y,SP,"Sorocaba",79.85,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CPFIJR,SP,"Sorocaba",94.95,B,01005UOYBB,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BSFZ2F,SP,"Sorocaba",98.80,B,01000JP050,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100639XCA,SP,"Sorocaba",99.99,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BWDLL7,SP,"Sorocaba",98.52,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C53E65,SP,"Sorocaba",94.99,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D77G3D,SP,"Sorocaba",90.85,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010093ER0Z,SP,"Sorocaba",99.96,B,01000NOX3W,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DVQQ05,SP,"Sorocaba",77.94,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BURYHW,SP,"Sorocaba",98.37,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DQ1W0L,SP,"Sorocaba",83.36,B,01000NHOJ0,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CC2EJ9,SP,"Sorocaba",79.37,B,01000NY92H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002300R,SP,"Sorocaba",99.99,B,01000AFAE3,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E3UE3J,SP,"Sorocaba",74.20,B,01000MLZAU,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B9C1EO,SP,"Sorocaba",99.14,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CFO7KD,SP,"Sorocaba",84.84,B,01000MXWR8,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C50V1L,SP,"Sorocaba",98.00,B,01000MY20F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CAFM28,SP,"Sorocaba",72.67,B,01000NOX3W,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DKWH41,SP,"Sorocaba",84.78,B,01000LB1H6,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D1EPFK,SP,"Sorocaba",91.67,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DEMK17,SP,"Sorocaba",87.48,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DGQ8DE,SP,"Sorocaba",87.36,B,01008QQX0X,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CPPB12,SP,"Sorocaba",94.85,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BBEV73,SP,"Sorocaba",98.80,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E5U395,SP,"Sorocaba",71.47,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCX9C0,SP,"Sorocaba",97.05,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AOXU3I,SP,"Sorocaba",99.86,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100COJI94,SP,"Sorocaba",94.81,B,01000O0F1T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CR2QE7,SP,"Sorocaba",94.56,B,01003UFKEG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CVD7BG,SP,"Sorocaba",93.25,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRFEA1,SP,"Sorocaba",94.35,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BOMI8B,SP,"Sorocaba",99.06,B,01003M3GBG,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CX7WMW,SP,"Sorocaba",93.19,B,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D8403I,SP,"Sorocaba",91.17,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CZIWHL,SP,"Sorocaba",92.38,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CK2HGM,SP,"Sorocaba",90.72,B,01000N9VA7,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B0VGPO,SP,"Sorocaba",99.74,B,01000L9I47,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CBSG5P,SP,"Sorocaba",97.25,B,01000NPF0E,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CUU9AT,SP,"Sorocaba",94.24,B,01000N2E9E,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B8P02L,SP,"Sorocaba",99.68,B,01000M1H3G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CZGN68,SP,"Sorocaba",77.81,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010004GY8V,SP,"Sorocaba",75.33,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E0JYB8,SP,"Sorocaba",75.17,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DVTV1W,SP,"Sorocaba",78.53,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DZOJ30,SP,"Sorocaba",77.23,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CNTK2K,SP,"Sorocaba",94.82,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008GIO1P,SP,"Sorocaba",91.92,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D60H9O,SP,"Sorocaba",90.62,B,01000DCE0Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CKJE2G,SP,"Sorocaba",96.22,B,010009M8J5,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01008UQ88H,SP,"Sorocaba",99.97,B,01000KED10,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D4WG2J,SP,"Sorocaba",90.63,B,0100AXSL68,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CONQ6J,SP,"Sorocaba",94.77,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CYX3RY,SP,"Sorocaba",92.48,B,01000EU765,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E0SH9Y,SP,"Sorocaba",75.73,B,01000MN9C8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E8CS05,SP,"Sorocaba",73.05,B,01000J5U0J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100EAL3K6,SP,"Sorocaba",70.62,B,01000J5U0J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CR0CNF,SP,"Sorocaba",82.60,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001XGPV,SP,"Sorocaba",72.49,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B4SOAF,SP,"Sorocaba",80.66,B,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CR7TG6,SP,"Sorocaba",94.22,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DMQC1L,SP,"Sorocaba",84.00,B,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C2YK1A,SP,"Sorocaba",79.37,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010091OE3Y,SP,"Sorocaba",99.92,B,01000LDN5C,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CYPSL0,SP,"Sorocaba",92.39,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DTCC1Z,SP,"Sorocaba",77.35,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C20J41,SP,"Sorocaba",98.31,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CB629G,SP,"Sorocaba",97.30,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DA871Q,SP,"Sorocaba",90.19,B,01000FH523,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BEQ92E,SP,"Sorocaba",90.04,B,01000O2QLI,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BR7K2W,SP,"Sorocaba",99.04,B,01000M1H3G,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D69UF4,SP,"Sorocaba",90.89,B,01000N9VA7,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CPMW1R,SP,"Sorocaba",95.16,B,01000NWI43,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B3WZKJ,SP,"Sorocaba",99.71,B,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010061NW39,SP,"Sorocaba",99.99,B,01000FLS7T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D3AEEZ,SP,"Sorocaba",92.13,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CK0T1V,SP,"Sorocaba",82.22,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DCZOID,SP,"Sorocaba",87.92,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DMW8EP,SP,"Sorocaba",70.05,B,0100BVG809,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DAJ107,SP,"Sorocaba",88.90,B,01000KPW81,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010002VC0S,SP,"Sorocaba",97.61,B,01000M1H3G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C8144T,SP,"Sorocaba",97.61,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CG4WJ6,SP,"Sorocaba",90.70,B,01000MP7EA,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
