idpessoa,cidade,uf,risk_score,confidence,abc,recommended_product,reason,pitch
0100051R0E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100051T4G,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100051U06,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100051VF9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100051W68,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100051X60,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100051YM3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100051ZE1,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005201X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005212M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000522AT,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005232Y,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000524CG,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000525C4,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000528ED,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005291K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052A4X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052BA3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052CGJ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052DPE,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052ESL,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052FBB,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052G63,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052HL7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052I1T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052J0K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052K19,"Sorocaba",SP,100.00,90.00,,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100052LA0,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100052M7X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052NLE,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052O1E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052PFB,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052Q1H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052RD6,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052T6D,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100052U1Y,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052V2Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052X6Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052YBT,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100052Z3N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053034,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000531K6,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005332U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000534CH,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005357N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005363U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005383R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053A3Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053BAH,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053C0H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053E2E,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053FL3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053HDU,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053J3M,"Sorocaba",SP,100.00,90.00,,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100053K72,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053L5B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053MIN,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053N12,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053O7D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053P6R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053Q0D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053SDW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053T48,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053V5I,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053WN9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053X3X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053YAW,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100053Z28,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005402O,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005411J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054481,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000545AN,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054632,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005474B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000548FL,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005493S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054A3T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054F2S,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054GCI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054HGH,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054I4X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054JCY,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054L0O,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100054M75,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054O3J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054Q07,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054RAT,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100054VE9,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054W5D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054XLD,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054YCY,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100054Z6Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055008,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000551G3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005522X,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000553DZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005542T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005550T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005560C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055701,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055841,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005593H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055A2P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055B8K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055C38,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055D1M,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055E5V,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055F0U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055GJO,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055HO2,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055I0H,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055J0B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055K27,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055L71,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055M1K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055N3N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055Q4C,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055R1F,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055T0U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055V1U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055W24,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055X16,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055Y0L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100055Z6N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005620R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000563IJ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005644Z,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056534,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056724,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005680W,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000569NZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056B0V,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056C52,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056D55,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056F3P,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056G2J,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056H13,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056I11,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056JGM,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056K60,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056LFI,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056M0D,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056NES,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056O2U,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056PTO,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056R55,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056S72,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056TLP,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056UDZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056W42,"Sorocaba",SP,100.00,90.00,,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100056XF9,"Sorocaba",SP,100.00,90.00,,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Produto muito procurado por clientes corporativos."
0100056YEE,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100056Z8R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057047,"Sorocaba",SP,100.00,90.00,,01000FXF0I,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057106,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005726K,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005736A,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000575BY,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000576LG,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000577MV,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
01000578DP,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
010005795Q,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057A12,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057B8T,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057CMP,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057D71,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057EGE,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057FEE,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057I3B,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057J46,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057KA8,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057L8N,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057M8L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057PLE,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057RI3,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057SAF,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057T0L,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057UI7,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057VDZ,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057W2R,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057Y79,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
0100057Z16,"Sorocaba",SP,100.00,90.00,,01000KRYJG,LOOKALAKE_POPULAR_MASCULINO,"Produto com alta aceitação entre o público masculino."
